11 #edges tree 0
10	9
11 #edges tree 59
1	0
1	7
0	2
6	1
7	3
7	10
7	11
3	4
4	5
10	8
10	9
11 #edges tree 60
6	0
6	7
0	2
0	5
0	11
7	3
7	10
3	4
1	6
10	8
10	9
11 #edges tree 61
1	0
1	7
0	2
0	5
0	11
6	1
7	3
7	10
3	4
10	8
10	9
11 #edges tree 62
6	0
6	7
0	2
0	9
0	11
7	3
7	10
3	4
11	5
1	6
10	8
11 #edges tree 63
1	0
1	7
0	2
0	9
0	11
6	1
7	3
7	10
3	4
11	5
10	8
11 #edges tree 64
1	0
1	7
0	11
6	1
7	2
7	3
7	10
3	4
4	5
10	8
11	9
11 #edges tree 65
6	0
6	7
0	11
7	2
7	3
7	10
3	4
4	5
1	6
10	8
11	9
11 #edges tree 66
6	0
6	7
0	2
0	11
7	3
7	10
3	4
11	5
1	6
10	8
10	9
11 #edges tree 67
1	0
1	7
0	2
0	11
6	1
7	3
7	10
3	4
11	5
10	8
10	9
11 #edges tree 68
1	0
1	7
0	2
0	11
6	1
7	3
7	5
7	10
3	4
11	8
10	9
11 #edges tree 69
6	0
6	7
0	2
0	11
7	3
7	5
7	10
3	4
1	6
11	8
10	9
11 #edges tree 70
1	0
1	7
0	11
6	1
7	2
7	3
7	10
3	4
4	5
10	8
10	9
11 #edges tree 71
6	0
6	7
0	11
7	2
7	3
7	10
3	4
4	5
1	6
10	8
10	9
11 #edges tree 72
1	0
1	7
0	2
0	5
0	11
6	1
7	3
7	10
3	4
10	8
11	9
11 #edges tree 73
6	0
6	7
0	2
0	5
0	11
7	3
7	10
3	4
1	6
10	8
11	9
11 #edges tree 74
1	0
1	7
0	11
6	1
11	2
11	9
7	3
7	5
7	10
3	4
10	8
11 #edges tree 75
6	0
6	7
0	11
11	2
11	9
7	3
7	5
7	10
3	4
1	6
10	8
11 #edges tree 76
1	0
1	7
0	2
0	9
0	11
6	1
7	3
7	4
7	10
4	5
10	8
11 #edges tree 77
6	0
6	7
0	2
0	9
0	11
7	3
7	4
7	10
4	5
1	6
10	8
11 #edges tree 78
1	0
1	7
0	11
6	1
3	2
3	4
7	3
7	5
7	10
10	8
11	9
11 #edges tree 79
6	0
6	7
0	11
3	2
3	4
7	3
7	5
7	10
1	6
10	8
11	9
11 #edges tree 80
6	0
6	7
0	8
0	11
11	2
7	3
7	5
7	10
3	4
1	6
10	9
11 #edges tree 81
1	0
1	7
0	8
0	11
6	1
11	2
7	3
7	5
7	10
3	4
10	9
11 #edges tree 82
1	0
1	7
0	11
6	1
3	2
3	4
7	3
7	5
7	10
10	8
10	9
11 #edges tree 83
6	0
6	7
0	11
3	2
3	4
7	3
7	5
7	10
1	6
10	8
10	9
11 #edges tree 84
6	0
6	7
0	2
0	11
7	3
7	9
7	10
3	4
4	5
1	6
10	8
11 #edges tree 85
1	0
1	7
0	2
0	11
6	1
7	3
7	9
7	10
3	4
4	5
10	8
11 #edges tree 86
6	0
6	2
6	7
0	11
7	3
7	5
7	10
3	4
1	6
10	8
11	9
11 #edges tree 87
1	0
1	2
1	7
0	11
6	1
7	3
7	5
7	10
3	4
10	8
11	9
11 #edges tree 88
6	0
6	7
0	2
0	11
7	3
7	4
7	10
4	5
1	6
10	8
11	9
11 #edges tree 89
1	0
1	7
0	2
0	11
6	1
7	3
7	4
7	10
4	5
10	8
11	9
11 #edges tree 90
6	0
6	2
6	7
0	5
0	11
7	3
7	10
3	4
1	6
10	8
10	9
11 #edges tree 91
1	0
1	2
1	7
0	5
0	11
6	1
7	3
7	10
3	4
10	8
10	9
11 #edges tree 92
1	0
1	2
1	7
0	5
0	11
6	1
7	3
7	10
3	4
10	8
11	9
11 #edges tree 93
6	0
6	2
6	7
0	5
0	11
7	3
7	10
3	4
1	6
10	8
11	9
11 #edges tree 94
1	0
1	7
0	2
0	8
0	11
6	1
7	3
7	10
3	4
4	5
10	9
11 #edges tree 95
6	0
6	7
0	2
0	8
0	11
7	3
7	10
3	4
4	5
1	6
10	9
11 #edges tree 96
6	0
6	7
0	9
0	11
3	2
7	3
7	4
7	10
4	5
1	6
10	8
11 #edges tree 97
1	0
1	7
0	9
0	11
6	1
3	2
7	3
7	4
7	10
4	5
10	8
11 #edges tree 98
1	0
1	7
0	5
0	11
6	1
3	2
3	4
7	3
7	10
10	8
10	9
11 #edges tree 99
6	0
6	7
0	5
0	11
3	2
3	4
7	3
7	10
1	6
10	8
10	9
